Chromosome	Start	Stop	Length	Strand	Gene Symbol	CL1-0_Rep-2	20230818_CL1-0_CE_miRNA_Rep1	CL1-5_Rep-1	20230818_CL1-5_CE_miRNA_Rep1	20230823_CL1-0_CE_miRNA_Rep2	CL1-5_Rep-2	CL1-0_Rep-1	20230823_CL1-5_CE_miRNA_Rep2
21	16590290	16590312	22	+	hsa-miR-125b-2-3p	222.841	82.1421	0	0	73.5782	0	306.654	0
11	122099809	122099831	22	-	hsa-miR-125b-5p	17381.6	60362.5	41828.3	53035.5	62747	26976.5	20545.8	39324.7
9	136670653	136670675	22	+	hsa-miR-126-3p	187298	23714.1	7014.48	7966.93	22457.4	8286.09	3066.54	8612.13
9	136670616	136670637	21	+	hsa-miR-126-5p	63955.4	12999.9	2004.14	4367.3	11687.9	2429.76	306.654	5001.06
14	77266231	77266249	18	+	hsa-miR-1260a	0	15.476	355.573	15.8283	14.3773	872.22	0	5.58232
11	96341447	96341466	19	+	hsa-miR-1260b	111.421	34.5235	840.445	30.3376	33.829	3364.28	0	34.8895
1	68183576	68183598	22	-	hsa-miR-1262	0	0	0	10.5522	0	0	0	14.6536
15	22225308	22225326	18	-	hsa-miR-1268a	0	9.52372	64.6496	3.95708	3.3829	186.904	0	3.48895
17	80098831	80098851	20	+	hsa-miR-1268b	0	2.38093	64.6496	2.63806	2.53718	62.3014	0	4.88453
14	100883035	100883057	22	+	hsa-miR-127-3p	334.262	0	1551.59	2834.59	1.69145	1931.34	306.654	2791.86
14	100883001	100883023	22	+	hsa-miR-127-5p	0	0	0	44.847	0	0	0	50.9387
19	20399320	20399343	23	-	hsa-miR-1270	0	0	193.949	55.3992	0	124.603	0	54.4277
5	176367960	176367982	22	+	hsa-miR-1271-5p	0	0	161.624	179.388	0	124.603	0	150.025
6	34000018	34000035	17	-	hsa-miR-1275	111.421	2.38093	0	1.31903	3.3829	0	0	4.88453
X	118386440	118386462	22	+	hsa-miR-1277-3p	0	42.8567	0	32.9757	51.5893	0	0	41.8674
X	118386401	118386425	24	+	hsa-miR-1277-5p	0	16.6665	0	9.2332	29.6004	0	0	14.6536
1	193136552	193136574	22	+	hsa-miR-1278	0	21.4284	0	3.95708	21.1432	0	0	5.58232
2	135665411	135665434	23	+	hsa-miR-128-1-5p	222.841	44.0472	129.299	7.91417	40.5948	311.507	0	13.258
2	135665446	135665467	21	+	hsa-miR-128-3p	668.524	4608.29	2230.41	1887.53	4694.63	1059.12	1533.27	2033.36
3	71542039	71542061	22	-	hsa-miR-1284	0	7.14279	0	3.95708	6.76581	0	0	5.58232
22	20249145	20249166	21	-	hsa-miR-1286	0	20.2379	0	1.31903	21.9889	0	0	1.39558
10	98395271	98395293	22	-	hsa-miR-1287-5p	111.421	7.14279	0	1.31903	5.07436	0	0	0.69779
7	128207876	128207897	21	+	hsa-miR-129-5p	0	7.14279	32.3248	7.91417	10.1487	0	306.654	13.9558
12	48654494	48654518	24	-	hsa-miR-1291	222.841	1.19046	129.299	0	0	0	1226.62	0
20	2652779	2652804	25	+	hsa-miR-1292-5p	779.944	1.19046	32.3248	7.91417	5.07436	124.603	919.963	9.76907
5	154347153	154347175	22	+	hsa-miR-1294	0	9.52372	0	3.95708	5.92008	0	0	4.88453
10	63372969	63372991	22	-	hsa-miR-1296-3p	0	4.76186	0	1.31903	2.53718	0	306.654	1.39558
10	63373012	63373034	22	-	hsa-miR-1296-5p	222.841	116.666	420.222	54.0801	99.7957	872.22	306.654	53.7299
2	25328651	25328675	24	-	hsa-miR-1301-3p	0	47.6186	64.6496	13.1903	57.5094	0	0	8.37349
11	93733691	93733713	22	-	hsa-miR-1304-3p	111.421	266.664	193.949	179.388	190.288	498.411	0	157.701
4	182169343	182169365	22	+	hsa-miR-1305	0	2.38093	0	3.95708	9.30299	0	0	11.8624
22	20086072	20086094	22	+	hsa-miR-1306-5p	0	7.14279	32.3248	5.27611	4.22863	62.3014	0	4.88453
10	103394301	103394323	22	-	hsa-miR-1307-3p	1448.47	69.047	775.795	58.0372	89.647	1744.44	1226.62	53.0321
10	103394341	103394362	21	-	hsa-miR-1307-5p	1894.15	985.705	484.872	511.783	924.379	872.22	919.963	678.252
11	57641252	57641274	22	+	hsa-miR-130a-3p	2005.57	14727.2	2715.28	10122.2	12434.7	1619.84	1533.27	10679.7
11	57641212	57641234	22	+	hsa-miR-130a-5p	111.421	116.666	420.222	98.9271	96.4128	685.316	0	87.9216
22	21653354	21653376	22	+	hsa-miR-130b-3p	779.944	2367.83	775.795	2514.07	1674.54	996.823	1226.62	2159.66
22	21653316	21653337	21	+	hsa-miR-130b-5p	111.421	17.857	96.9744	19.7854	21.9889	124.603	0	18.1426
17	2049929	2049951	22	-	hsa-miR-132-3p	111.421	615.47	258.598	196.535	748.468	685.316	0	352.384
17	2049965	2049987	22	-	hsa-miR-132-5p	111.421	278.569	420.222	133.222	337.445	1432.93	306.654	204.453
14	101054694	101054716	22	+	hsa-miR-134-5p	222.841	0	1551.59	1015.65	0	934.521	306.654	1133.91
1	205448361	205448384	23	-	hsa-miR-135b-5p	0	0	0	39.5708	5.07436	0	0	45.3564
14	100884750	100884772	22	+	hsa-miR-136-3p	222.841	0	323.248	551.354	0	0	0	825.486
14	100884716	100884739	23	+	hsa-miR-136-5p	0	0	64.6496	109.479	0	249.206	0	138.163
1	98046091	98046114	23	-	hsa-miR-137-3p	557.103	1810.7	0	61.9943	449.081	0	306.654	93.5039
3	44114274	44114296	22	+	hsa-miR-138-1-3p	0	3.57139	129.299	14.5093	5.92008	124.603	0	12.5602
3	44114234	44114257	23	+	hsa-miR-138-5p	111.421	138.094	452.547	356.138	176.757	436.11	0	390.065
11	72615066	72615089	23	-	hsa-miR-139-3p	0	8.33325	64.6496	3.95708	3.3829	186.904	0	6.9779
11	72615102	72615125	23	-	hsa-miR-139-5p	0	51.19	0	42.2089	60.0465	62.3014	0	46.752
16	69933142	69933163	21	+	hsa-miR-140-3p	222.841	258.331	581.846	153.007	292.621	2429.76	1533.27	161.887
16	69933103	69933125	22	+	hsa-miR-140-5p	0	1014.28	355.573	592.244	922.687	124.603	613.309	615.451
12	6964155	6964177	22	+	hsa-miR-141-3p	668.524	204.76	226.274	44.847	133.625	623.014	12879.5	74.6636
12	6964113	6964135	22	+	hsa-miR-141-5p	0	20.2379	0	13.1903	14.3773	62.3014	0	11.1646
17	58331245	58331268	23	-	hsa-miR-142-3p	3899.72	32.1426	517.197	32.9757	18.606	1557.54	7973.01	41.1696
17	58331283	58331304	21	-	hsa-miR-142-5p	1337.05	4.76186	96.9744	1.31903	5.07436	560.713	1839.93	4.18674
5	149428978	149428999	21	+	hsa-miR-143-3p	557.103	14.2856	775.795	2.63806	4.22863	186.904	8586.32	7.67569
X	63786055	63786076	21	-	hsa-miR-1468-5p	0	19.0474	96.9744	1.31903	3.3829	0	0	3.48895
5	160485372	160485394	22	+	hsa-miR-146a-5p	6016.71	60.7137	517.197	100.246	29.6004	560.713	13799.4	69.0813
10	102436520	102436543	23	+	hsa-miR-146b-5p	111.421	64.2851	161.624	11.8713	35.5205	186.904	0	17.4448
15	45433098	45433119	21	+	hsa-miR-147b-3p	0	14.2856	0	10.5522	5.07436	0	0	15.3514
15	45433061	45433083	22	+	hsa-miR-147b-5p	111.421	3.57139	0	1.31903	2.53718	0	0	5.58232
7	25949922	25949944	22	-	hsa-miR-148a-3p	668.524	11099.9	2941.56	9077.55	10965.7	2305.15	4599.82	10308.5
7	25949960	25949982	22	-	hsa-miR-148a-5p	0	7.14279	64.6496	25.0615	7.61153	311.507	0	21.6315
12	54337278	54337300	22	+	hsa-miR-148b-3p	1782.73	10533.2	4040.6	6100.5	9414.62	3488.88	3679.85	7100.72
2	240456015	240456038	23	+	hsa-miR-149-5p	0	189.284	969.744	576.415	373.811	1183.73	613.309	512.178
19	49500832	49500854	22	-	hsa-miR-150-5p	1114.21	13.0951	32.3248	15.8283	5.92008	311.507	0	9.76907
8	140732587	140732608	21	-	hsa-miR-151a-3p	779.944	1864.27	4460.82	2095.94	1836.92	2990.47	306.654	2332.02
8	140732623	140732644	21	-	hsa-miR-151a-5p	0	115.475	129.299	122.67	107.407	311.507	0	130.487
17	48037174	48037195	21	-	hsa-miR-152-3p	1225.63	478.567	193.949	96.289	471.069	0	613.309	168.865
2	219294126	219294148	22	-	hsa-miR-153-3p	0	27.3807	0	15.8283	20.2974	0	0	7.67569
14	101059805	101059827	22	+	hsa-miR-154-3p	0	0	0	21.1044	0	0	0	24.4227
14	101059769	101059791	22	+	hsa-miR-154-5p	111.421	1.19046	0	262.487	0.845726	62.3014	0	249.111
21	25573983	25574007	24	+	hsa-miR-155-5p	1114.21	2.38093	1874.84	365.371	14.3773	1370.63	306.654	532.414
13	50049130	50049152	22	-	hsa-miR-15a-3p	0	27.3807	0	21.1044	36.3662	62.3014	0	28.6094
13	50049167	50049189	22	-	hsa-miR-15a-5p	445.682	2377.36	161.624	1685.72	2961.73	186.904	0	1696.33
3	160404645	160404667	22	+	hsa-miR-15b-3p	0	1788.08	1551.59	2978.37	1650.01	1059.12	919.963	3229.37
3	160404607	160404629	22	+	hsa-miR-15b-5p	1225.63	5003.52	2909.23	8986.54	5619.85	1495.23	919.963	7490.78
13	50048985	50049007	22	-	hsa-miR-16-1-3p	0	129.761	129.299	77.8227	149.694	186.904	306.654	93.5039
3	160404797	160404819	22	+	hsa-miR-16-2-3p	0	89.2849	129.299	134.541	76.9611	124.603	0	143.047
3	160404754	160404776	22	+	hsa-miR-16-5p	21392.8	82332.5	67170.9	90291.4	86357.1	35636.4	26065.6	86433.2
13	91350655	91350677	22	+	hsa-miR-17-3p	0	71.4279	193.949	116.074	54.9722	311.507	306.654	119.322
13	91350618	91350641	23	+	hsa-miR-17-5p	334.262	2028.55	1680.89	2371.61	1643.25	934.521	613.309	3100.28
9	124692518	124692540	22	+	hsa-miR-181a-2-3p	779.944	1890.46	129.299	25.0615	1339.63	249.206	1226.62	19.5381
1	198859069	198859091	22	-	hsa-miR-181a-3p	334.262	209.522	0	0	280.781	62.3014	306.654	0
1	198859108	198859131	23	-	hsa-miR-181a-5p	557.103	76.1898	0	0	48.2064	0	919.963	1.39558
9	124693763	124693783	20	+	hsa-miR-181b-2-3p	0	97.6181	0	6.59514	58.3551	0	0	2.79116
1	198858887	198858908	21	-	hsa-miR-181b-3p	111.421	19.0474	0	0	30.4461	0	0	0
1	198858925	198858948	23	-	hsa-miR-181b-5p	2228.41	53.5709	0	1.31903	43.132	0	0	0
19	13874763	13874785	22	+	hsa-miR-181c-3p	0	58.3328	32.3248	5.27611	25.3718	0	0	8.37349
19	13874725	13874747	22	+	hsa-miR-181c-5p	0	3.57139	0	1.31903	5.07436	62.3014	0	0.69779
19	13874910	13874933	23	+	hsa-miR-181d-5p	0	29.7616	32.3248	3.95708	26.2175	0	0	2.79116
7	129770406	129770427	21	-	hsa-miR-182-3p	0	22.6188	0	15.8283	20.2974	0	0	13.258
7	129770447	129770471	24	-	hsa-miR-182-5p	1225.63	6704.7	3458.75	2979.68	7665.66	1557.54	7973.01	3121.22
7	129774928	129774950	22	-	hsa-miR-183-3p	0	20.2379	0	11.8713	26.2175	0	0	6.28011
7	129774967	129774989	22	-	hsa-miR-183-5p	557.103	2535.69	2844.58	1419.27	2798.51	1183.73	5826.43	1432.56
22	20033188	20033210	22	+	hsa-miR-185-3p	0	5.95232	32.3248	0	8.45726	186.904	0	0.69779
22	20033153	20033175	22	+	hsa-miR-185-5p	1448.47	1388.08	872.77	804.607	1455.49	2678.96	1533.27	747.334
1	71067642	71067664	22	-	hsa-miR-186-3p	0	19.0474	64.6496	21.1044	25.3718	0	0	27.2138
1	71067681	71067703	22	-	hsa-miR-186-5p	1559.89	2133.31	6626.58	2210.69	1896.96	8223.79	2453.24	2371.79
X	50003556	50003577	21	+	hsa-miR-188-3p	0	35.7139	0	10.5522	19.4517	0	0	16.747
X	50003517	50003538	21	+	hsa-miR-188-5p	111.421	132.142	0	35.6138	91.3384	0	0	50.9387
13	91350797	91350820	23	+	hsa-miR-18a-3p	0	35.7139	420.222	54.0801	39.7491	373.808	0	60.7078
13	91350756	91350779	23	+	hsa-miR-18a-5p	111.421	1216.66	808.12	1499.73	833.886	560.713	0	1904.97
X	134170042	134170064	22	-	hsa-miR-18b-3p	0	8.33325	0	0	10.1487	0	0	0
X	134170084	134170107	23	-	hsa-miR-18b-5p	0	702.374	32.3248	15.8283	815.28	0	306.654	19.5381
15	62824008	62824029	21	+	hsa-miR-190a-3p	0	3.57139	0	13.1903	6.76581	0	0	5.58232
15	62823971	62823993	22	+	hsa-miR-190a-5p	0	70.2374	129.299	44.847	90.4927	0	0	57.9166
1	154193712	154193734	22	-	hsa-miR-190b-5p	222.841	102.38	32.3248	27.6996	64.2752	62.3014	0	36.9829
3	49020631	49020653	22	-	hsa-miR-191-3p	222.841	446.424	646.496	254.572	350.131	872.22	0	226.084
3	49020672	49020695	23	-	hsa-miR-191-5p	18050.1	22442.6	54402.6	14695.3	19254.6	46165.3	27598.9	11977.6
11	64891159	64891181	22	-	hsa-miR-192-3p	0	63.0946	0	1.31903	49.0521	0	0	3.48895
11	64891203	64891224	21	-	hsa-miR-192-5p	445.682	3882.11	387.898	477.488	3613.79	62.3014	306.654	565.21
17	31560050	31560072	22	+	hsa-miR-193a-3p	0	7.14279	0	17.1474	7.61153	62.3014	0	9.76907
17	31560016	31560038	22	+	hsa-miR-193a-5p	222.841	58.3328	549.522	130.584	39.7491	1121.43	613.309	103.971
16	14304017	14304039	22	+	hsa-miR-193b-3p	0	23.8093	0	36.9328	30.4461	124.603	0	25.1205
16	14303980	14304002	22	+	hsa-miR-193b-5p	0	48.8091	290.923	71.2275	38.9034	436.11	0	45.3564
11	64891368	64891390	22	-	hsa-miR-194-3p	0	26.1902	0	2.63806	10.9944	0	0	0.69779
1	220118206	220118228	22	-	hsa-miR-194-5p	0	234.522	32.3248	64.6324	284.164	124.603	306.654	46.0542
17	7017628	7017650	22	-	hsa-miR-195-3p	0	5.95232	226.274	17.1474	8.45726	0	0	20.2359
17	7017667	7017688	21	-	hsa-miR-195-5p	111.421	82.1421	32.3248	84.4178	45.6692	0	0	66.9879
12	53991799	53991821	22	+	hsa-miR-196a-3p	0	9.52372	0	2.63806	9.30299	0	0	3.48895
12	53991762	53991784	22	+	hsa-miR-196a-5p	111.421	4315.44	2909.23	3228.98	3782.09	2242.85	919.963	3308.92
7	27169528	27169550	22	-	hsa-miR-196b-5p	0	4.76186	484.872	521.016	4.22863	124.603	919.963	527.53
1	109598940	109598962	22	+	hsa-miR-197-3p	334.262	89.2849	1325.32	180.707	71.041	2865.87	0	143.745
1	109598901	109598924	23	+	hsa-miR-197-5p	334.262	1.19046	96.9744	0	0	186.904	306.654	0
1	172144554	172144576	22	-	hsa-miR-199a-3p	2116.99	11383.2	420.222	68.5895	9476.36	186.904	5213.12	80.2459
1	172144592	172144615	23	-	hsa-miR-199a-5p	668.524	2195.22	32.3248	2.63806	1805.63	0	919.963	0
9	128244745	128244767	22	-	hsa-miR-199b-3p	3008.36	11138	193.949	71.2275	9511.88	62.3014	4293.16	82.3393
9	128244783	128244806	23	-	hsa-miR-199b-5p	111.421	702.374	193.949	303.376	751.005	62.3014	0	368.433
13	91350939	91350962	23	+	hsa-miR-19a-3p	445.682	6803.51	1196.02	7844.26	6522.24	311.507	613.309	11441.7
13	91350904	91350926	22	+	hsa-miR-19a-5p	0	3.57139	0	6.59514	2.53718	0	0	2.79116
13	91351207	91351230	23	+	hsa-miR-19b-1-5p	0	28.5712	96.9744	55.3992	37.2119	124.603	0	64.8945
13	91351245	91351268	23	+	hsa-miR-19b-3p	1002.79	30049.7	2262.74	13922.3	37567.2	996.823	1226.62	18018.3
1	1167160	1167182	22	+	hsa-miR-200b-3p	0	1.19046	0	5.27611	1.69145	124.603	919.963	0
12	6963742	6963765	23	+	hsa-miR-200c-3p	557.103	84.523	290.923	40.8899	60.0465	249.206	4599.82	50.2409
12	6963703	6963725	22	+	hsa-miR-200c-5p	0	7.14279	0	7.91417	4.22863	0	0	2.09337
14	104117469	104117491	22	+	hsa-miR-203a-3p	779.944	47.6186	2521.33	2165.84	71.041	27973.3	613.309	2073.83
9	70810031	70810053	22	-	hsa-miR-204-5p	0	5.95232	0	0	6.76581	0	0	0.69779
1	209432166	209432188	22	+	hsa-miR-205-5p	557.103	0	452.547	0	0	17319.8	0	0.69779
13	91351108	91351130	22	+	hsa-miR-20a-3p	0	34.5235	64.6496	46.166	26.2175	0	0	52.3343
13	91351072	91351095	23	+	hsa-miR-20a-5p	2451.25	13799.9	13964.3	20138.9	11234.6	6915.46	3373.2	20325.2
X	134169813	134169835	22	-	hsa-miR-20b-3p	0	5.95232	0	0	15.2231	0	0	0
X	134169850	134169873	23	-	hsa-miR-20b-5p	6685.24	71054.1	1486.94	1879.61	88857.1	809.918	6746.4	1613.99
17	59841311	59841332	21	+	hsa-miR-21-3p	779.944	2178.55	3717.35	2736.98	2241.17	9407.51	306.654	2985.15
17	59841273	59841295	22	+	hsa-miR-21-5p	33426.2	152688	64843.5	125767	135760	46040.7	25452.3	136398
11	568112	568134	22	-	hsa-miR-210-3p	111.421	208.331	1099.04	2705.33	208.894	2242.85	0	2419.94
15	59171229	59171250	21	-	hsa-miR-2116-5p	0	4.76186	0	3.95708	0.845726	0	0	2.09337
17	2050290	2050311	21	-	hsa-miR-212-3p	0	7.14279	0	0	5.92008	0	0	0.69779
17	2050328	2050351	23	-	hsa-miR-212-5p	0	10.7142	0	3.95708	12.6859	62.3014	0	5.58232
1	172138816	172138838	22	-	hsa-miR-214-3p	445.682	55.9518	0	0	28.7547	0	613.309	0
1	172138857	172138879	22	-	hsa-miR-214-5p	111.421	129.761	0	0	132.779	0	0	0
4	20528299	20528320	21	+	hsa-miR-218-5p	111.421	791.659	0	6.59514	936.219	0	0	8.37349
9	128392676	128392699	23	+	hsa-miR-219b-3p	0	4.76186	0	2.63806	0	0	0	6.28011
9	128392634	128392656	22	+	hsa-miR-219b-5p	0	3.57139	32.3248	6.59514	5.92008	0	0	6.28011
17	1713914	1713936	22	-	hsa-miR-22-3p	779.944	209.522	1325.32	703.042	182.677	2118.25	919.963	601.495
17	1713952	1713974	22	-	hsa-miR-22-5p	0	11.9046	0	54.0801	12.6859	0	0	41.8674
X	45746180	45746203	23	-	hsa-miR-221-3p	16156	8524.92	71146.9	34887	9403.63	122360	10119.6	31231.7
X	45746221	45746243	22	-	hsa-miR-221-5p	334.262	3.57139	290.923	35.6138	5.07436	934.521	306.654	26.516
X	45747036	45747057	21	-	hsa-miR-222-3p	445.682	253.569	1583.92	294.143	216.506	2554.36	306.654	318.89
X	45747073	45747095	22	-	hsa-miR-222-5p	0	30.9521	1713.21	54.0801	21.9889	2990.47	306.654	50.9387
X	66018937	66018959	22	+	hsa-miR-223-3p	1782.73	0	258.598	1.31903	0	560.713	3066.54	0
X	151958628	151958653	25	-	hsa-miR-224-5p	1002.79	877.373	1002.07	1023.57	810.206	623.014	306.654	879.914
5	93620748	93620772	24	-	hsa-miR-2277-5p	445.682	21.4284	32.3248	0	29.6004	124.603	0	9.07128
9	94809977	94809999	22	+	hsa-miR-2278	0	8.33325	0	1.31903	10.1487	0	0	2.79116
2	207109999	207110021	22	-	hsa-miR-2355-3p	0	7.14279	64.6496	13.1903	5.07436	62.3014	0	20.2359
19	13836595	13836616	21	-	hsa-miR-23a-3p	3676.88	3749.96	4525.47	2503.52	3587.57	8348.39	7359.71	2464.6
19	13836630	13836652	22	-	hsa-miR-23a-5p	111.421	2.38093	32.3248	11.8713	3.3829	186.904	0	4.18674
9	95085265	95085288	23	+	hsa-miR-23b-3p	1337.05	492.852	2133.44	1080.28	532.807	3862.69	3373.2	777.339
9	95085227	95085249	22	+	hsa-miR-23b-5p	0	1.19046	96.9744	17.1474	11.8402	186.904	0	20.2359
9	95086064	95086086	22	+	hsa-miR-24-3p	1894.15	2869.02	2295.06	2489.01	2404.4	1931.34	1226.62	2310.38
7	100093571	100093593	22	-	hsa-miR-25-3p	6685.24	26739	39565.6	26366.1	28284.5	34328.1	12879.5	28180.3
7	100093610	100093631	21	-	hsa-miR-25-5p	1225.63	97.6181	5980.09	98.9271	104.87	13644	1226.62	71.1746
1	98045271	98045293	22	-	hsa-miR-2682-3p	0	9.52372	0	0	1.69145	0	0	0
3	37969452	37969474	22	+	hsa-miR-26a-1-3p	0	55.9518	193.949	98.9271	86.2641	311.507	0	117.229
